LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,16-May-2024 18:39:43,0                 
Time,Ampl
-5.000079e-06,0.224051
-4.999979e-06,0.223214
-4.999879e-06,0.223075
-4.999779e-06,0.223633
-4.999679e-06,0.224888
-4.999579e-06,0.225865
-4.999479e-06,0.226144
-4.999379e-06,0.225586
-4.999279e-06,0.225167
-4.999179e-06,0.225167
-4.999079e-06,0.226283
-4.998979e-06,0.227539
-4.998879e-06,0.228516
-4.998779e-06,0.228516
-4.998679e-06,0.228097
-4.998579e-06,0.227121
-4.998479e-06,0.226563
-4.998379e-06,0.226144
-4.998279e-06,0.226144
-4.998179e-06,0.226283
-4.998079e-06,0.226842
-4.997979e-06,0.227121
-4.997879e-06,0.22726
-4.997779e-06,0.226423
-4.997679e-06,0.225167
-4.997579e-06,0.223493
-4.997479e-06,0.222377
-4.997379e-06,0.22168
-4.997279e-06,0.22154
-4.997179e-06,0.221261
-4.997079e-06,0.220982
-4.996979e-06,0.220145
-4.996879e-06,0.219029
-4.996779e-06,0.217773
-4.996679e-06,0.216797
-4.996579e-06,0.21596
-4.996479e-06,0.21582
-4.996379e-06,0.21596
-4.996279e-06,0.216797
-4.996179e-06,0.217634
-4.996079e-06,0.218192
-4.995979e-06,0.217494
-4.995879e-06,0.215541
-4.995779e-06,0.212333
-4.995679e-06,0.209124
-4.995579e-06,0.206194
-4.995479e-06,0.204102
-4.995379e-06,0.20159
-4.995279e-06,0.197824
-4.995179e-06,0.191406
-4.995079e-06,0.182757
-4.994979e-06,0.172154
-4.994879e-06,0.160993
-4.994779e-06,0.149693
-4.994679e-06,0.138393
-4.994579e-06,0.125977
-4.994479e-06,0.111468
-4.994379e-06,0.094308
-4.994279e-06,0.0746373
-4.994179e-06,0.0534319
-4.994079e-06,0.0320871
-4.993979e-06,0.0117188
-4.993879e-06,-0.00697545
-4.993779e-06,-0.0244141
-4.993679e-06,-0.0412946
-4.993579e-06,-0.0583147
-4.993479e-06,-0.0756138
-4.993379e-06,-0.0926339
-4.993279e-06,-0.108817
-4.993179e-06,-0.124023
-4.993079e-06,-0.138672
-4.992979e-06,-0.152762
-4.992879e-06,-0.166853
-4.992779e-06,-0.181222
-4.992679e-06,-0.196847
-4.992579e-06,-0.213588
-4.992479e-06,-0.231306
-4.992379e-06,-0.248744
-4.992279e-06,-0.264509
-4.992179e-06,-0.277065
-4.992079e-06,-0.286691
-4.991979e-06,-0.293806
-4.991879e-06,-0.300921
-4.991779e-06,-0.309291
-4.991679e-06,-0.319894
-4.991579e-06,-0.331334
-4.991479e-06,-0.342355
-4.991379e-06,-0.350725
-4.991279e-06,-0.356306
-4.991179e-06,-0.359236
-4.991079e-06,-0.361468
-4.990979e-06,-0.364258
-4.990879e-06,-0.369001
-4.990779e-06,-0.374861
-4.990679e-06,-0.381138
-4.990579e-06,-0.38644
-4.990479e-06,-0.391183
-4.990379e-06,-0.395508
-4.990279e-06,-0.40053
-4.990179e-06,-0.405692
-4.990079e-06,-0.410993
-4.989979e-06,-0.4149
-4.989879e-06,-0.418248
-4.989779e-06,-0.421038
-4.989679e-06,-0.424386
-4.989579e-06,-0.427734
-4.989479e-06,-0.431083
-4.989379e-06,-0.433315
-4.989279e-06,-0.435128
-4.989179e-06,-0.436384
-4.989079e-06,-0.437779
-4.988979e-06,-0.437919
-4.988879e-06,-0.436802
-4.988779e-06,-0.433175
-4.988679e-06,-0.427734
-4.988579e-06,-0.42034
-4.988479e-06,-0.412109
-4.988379e-06,-0.403181
-4.988279e-06,-0.395368
-4.988179e-06,-0.388951
-4.988079e-06,-0.384905
-4.987979e-06,-0.381696
-4.987879e-06,-0.378488
-4.987779e-06,-0.373465
-4.987679e-06,-0.366629
-4.987579e-06,-0.358119
-4.987479e-06,-0.349609
-4.987379e-06,-0.341099
-4.987279e-06,-0.333287
-4.987179e-06,-0.325195
-4.987079e-06,-0.316964
-4.986979e-06,-0.308175
-4.986879e-06,-0.299944
-4.986779e-06,-0.292132
-4.986679e-06,-0.284598
-4.986579e-06,-0.276088
-4.986479e-06,-0.266462
-4.986379e-06,-0.255441
-4.986279e-06,-0.244699
-4.986179e-06,-0.235212
-4.986079e-06,-0.228097
-4.985979e-06,-0.222377
-4.985879e-06,-0.217215
-4.985779e-06,-0.211077
-4.985679e-06,-0.203962
-4.985579e-06,-0.195871
-4.985479e-06,-0.188198
-4.985379e-06,-0.181222
-4.985279e-06,-0.175363
-4.985179e-06,-0.170061
-4.985079e-06,-0.16476
-4.984979e-06,-0.15918
-4.984879e-06,-0.15332
-4.984779e-06,-0.147321
-4.984679e-06,-0.141462
-4.984579e-06,-0.135324
-4.984479e-06,-0.129185
-4.984379e-06,-0.122768
-4.984279e-06,-0.11649
-4.984179e-06,-0.110212
-4.984079e-06,-0.104074
-4.983979e-06,-0.0982143
-4.983879e-06,-0.092913
-4.983779e-06,-0.0881696
-4.983679e-06,-0.0837054
-4.983579e-06,-0.0789621
-4.983479e-06,-0.0735212
-4.983379e-06,-0.0672433
-4.983279e-06,-0.0601284
-4.983179e-06,-0.0527344
-4.983079e-06,-0.0453404
-4.982979e-06,-0.038365
-4.982879e-06,-0.0320871
-4.982779e-06,-0.0266462
-4.982679e-06,-0.0223214
-4.982579e-06,-0.0193917
-4.982479e-06,-0.0175781
-4.982379e-06,-0.015904
-4.982279e-06,-0.0135324
-4.982179e-06,-0.00976563
-4.982079e-06,-0.00460379
-4.981979e-06,0.0015346
-4.981879e-06,0.0078125
-4.981779e-06,0.0136719
-4.981679e-06,0.0184152
-4.981579e-06,0.0221819
-4.981479e-06,0.0251116
-4.981379e-06,0.0277623
-4.981279e-06,0.0305525
-4.981179e-06,0.0332031
-4.981079e-06,0.0354353
-4.980979e-06,0.0373884
-4.980879e-06,0.0396205
-4.980779e-06,0.0432478
-4.980679e-06,0.0486886
-4.980579e-06,0.054827
-4.980479e-06,0.0599888
-4.980379e-06,0.0623605
-4.980279e-06,0.062221
-4.980179e-06,0.0609654
-4.980079e-06,0.0604074
-4.979979e-06,0.0615234
-4.979879e-06,0.0643136
-4.979779e-06,0.0675223
-4.979679e-06,0.0705915
-4.979579e-06,0.0732422
-4.979479e-06,0.0761719
-4.979379e-06,0.0800781
-4.979279e-06,0.0846819
-4.979179e-06,0.0888672
-4.979079e-06,0.0913784
-4.978979e-06,0.0920759
-4.978879e-06,0.0922154
-4.978779e-06,0.093192
-4.978679e-06,0.0959821
-4.978579e-06,0.100307
-4.978479e-06,0.10505
-4.978379e-06,0.108817
-4.978279e-06,0.111328
-4.978179e-06,0.112584
-4.978079e-06,0.113421
-4.977979e-06,0.114118
-4.977879e-06,0.115234
-4.977779e-06,0.116629
-4.977679e-06,0.118583
-4.977579e-06,0.120675
-4.977479e-06,0.123326
-4.977379e-06,0.126395
-4.977279e-06,0.129883
-4.977179e-06,0.132533
-4.977079e-06,0.133231
-4.976979e-06,0.131417
-4.976879e-06,0.12779
-4.976779e-06,0.123884
-4.976679e-06,0.121931
-4.976579e-06,0.122768
-4.976479e-06,0.125977
-4.976379e-06,0.129883
-4.976279e-06,0.132813
-4.976179e-06,0.13351
-4.976079e-06,0.132533
-4.975979e-06,0.130859
-4.975879e-06,0.130162
-4.975779e-06,0.131138
-4.975679e-06,0.13351
-4.975579e-06,0.135742
-4.975479e-06,0.13644
-4.975379e-06,0.134766
-4.975279e-06,0.131417
-4.975179e-06,0.127651
-4.975079e-06,0.125698
-4.974979e-06,0.126256
-4.974879e-06,0.129604
-4.974779e-06,0.133929
-4.974679e-06,0.137695
-4.974579e-06,0.13909
-4.974479e-06,0.138253
-4.974379e-06,0.136021
-4.974279e-06,0.134487
-4.974179e-06,0.135045
-4.974079e-06,0.137835
-4.973979e-06,0.141323
-4.973879e-06,0.143415
-4.973779e-06,0.142718
-4.973679e-06,0.139648
-4.973579e-06,0.135603
-4.973479e-06,0.133231
-4.973379e-06,0.133929
-4.973279e-06,0.137835
-4.973179e-06,0.143276
-4.973079e-06,0.148019
-4.972979e-06,0.150391
-4.972879e-06,0.15053
-4.972779e-06,0.149135
-4.972679e-06,0.148019
-4.972579e-06,0.148019
-4.972479e-06,0.149554
-4.972379e-06,0.151786
-4.972279e-06,0.154018
-4.972179e-06,0.155413
-4.972079e-06,0.155831
