LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,17-May-2024 18:15:49,0                 
Time,Ampl
-5.0000692e-06,0.663225
-4.9999692e-06,0.666155
-4.9998692e-06,0.668527
-4.9997692e-06,0.669364
-4.9996692e-06,0.670061
-4.9995692e-06,0.670061
-4.9994692e-06,0.671177
-4.9993692e-06,0.672573
-4.9992692e-06,0.674805
-4.9991692e-06,0.675502
-4.9990692e-06,0.674665
-4.9989692e-06,0.671317
-4.9988692e-06,0.66769
-4.9987692e-06,0.664481
-4.9986692e-06,0.664063
-4.9985692e-06,0.665039
-4.9984692e-06,0.666713
-4.9983692e-06,0.666295
-4.9982692e-06,0.663784
-4.9981692e-06,0.658203
-4.9980692e-06,0.651367
-4.9979692e-06,0.643694
-4.9978692e-06,0.637416
-4.9977692e-06,0.632115
-4.9976692e-06,0.628627
-4.9975692e-06,0.625419
-4.9974692e-06,0.62207
-4.9973692e-06,0.616909
-4.9972692e-06,0.610631
-4.9971692e-06,0.602958
-4.9970692e-06,0.595843
-4.9969692e-06,0.588588
-4.9968692e-06,0.581752
-4.9967692e-06,0.573521
-4.9966692e-06,0.564593
-4.9965692e-06,0.554688
-4.9964692e-06,0.545619
-4.9963692e-06,0.537388
-4.9962692e-06,0.530831
-4.9961692e-06,0.524135
-4.9960692e-06,0.51702
-4.9959692e-06,0.507534
-4.9958692e-06,0.496373
-4.9957692e-06,0.483119
-4.9956692e-06,0.469448
-4.9955692e-06,0.455497
-4.9954692e-06,0.442243
-4.9953692e-06,0.42885
-4.9952692e-06,0.415458
-4.9951692e-06,0.401507
-4.9950692e-06,0.387974
-4.9949692e-06,0.374861
-4.9948692e-06,0.363002
-4.9947692e-06,0.351842
-4.9946692e-06,0.341518
-4.9945692e-06,0.330636
-4.9944692e-06,0.319057
-4.9943692e-06,0.306362
-4.9942692e-06,0.292969
-4.9941692e-06,0.279018
-4.9940692e-06,0.265206
-4.9939692e-06,0.251256
-4.9938692e-06,0.237723
-4.9937692e-06,0.224051
-4.9936692e-06,0.2101
-4.9935692e-06,0.195313
-4.9934692e-06,0.179688
-4.9933692e-06,0.162946
-4.9932692e-06,0.145926
-4.9931692e-06,0.129464
-4.9930692e-06,0.114816
-4.9929692e-06,0.101563
-4.9928692e-06,0.0890067
-4.9927692e-06,0.0756138
-4.9926692e-06,0.0604074
-4.9925692e-06,0.0435268
-4.9924692e-06,0.0255301
-4.9923692e-06,0.00725446
-4.9922692e-06,-0.0106027
-4.9921692e-06,-0.0280413
-4.9920692e-06,-0.0450614
-4.9919692e-06,-0.0615234
-4.9918692e-06,-0.0774275
-4.9917692e-06,-0.0923549
-4.9916692e-06,-0.106585
-4.9915692e-06,-0.120536
-4.9914692e-06,-0.135463
-4.9913692e-06,-0.151925
-4.9912692e-06,-0.169922
-4.9911692e-06,-0.187919
-4.9910692e-06,-0.20466
-4.9909692e-06,-0.218611
-4.9908692e-06,-0.230469
-4.9907692e-06,-0.24149
-4.9906692e-06,-0.254185
-4.9905692e-06,-0.268973
-4.9904692e-06,-0.285714
-4.9903692e-06,-0.302455
-4.9902692e-06,-0.31808
-4.9901692e-06,-0.331752
-4.9900692e-06,-0.344308
-4.9899692e-06,-0.356306
-4.9898692e-06,-0.369001
-4.9897692e-06,-0.381836
-4.9896692e-06,-0.39495
-4.9895692e-06,-0.407506
-4.9894692e-06,-0.42048
-4.9893692e-06,-0.433594
-4.9892692e-06,-0.447684
-4.9891692e-06,-0.461775
-4.9890692e-06,-0.475725
-4.9889692e-06,-0.488421
-4.9888692e-06,-0.500698
-4.9887692e-06,-0.512137
-4.9886692e-06,-0.523996
-4.9885692e-06,-0.535156
-4.9884692e-06,-0.546317
-4.9883692e-06,-0.556362
-4.9882692e-06,-0.566685
-4.9881692e-06,-0.576869
-4.9880692e-06,-0.588309
-4.9879692e-06,-0.599749
-4.9878692e-06,-0.611328
-4.9877692e-06,-0.621373
-4.9876692e-06,-0.630022
-4.9875692e-06,-0.636579
-4.9874692e-06,-0.642578
-4.9873692e-06,-0.648298
-4.9872692e-06,-0.655413
-4.9871692e-06,-0.662667
-4.9870692e-06,-0.670061
-4.9869692e-06,-0.675921
-4.9868692e-06,-0.681222
-4.9867692e-06,-0.685128
-4.9866692e-06,-0.689314
