LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,16-May-2024 22:25:33,0                 
Time,Ampl
-5.0000519e-06,-0.211635
-4.9999519e-06,-0.212472
-4.9998519e-06,-0.213449
-4.9997519e-06,-0.214286
-4.9996519e-06,-0.215402
-4.9995519e-06,-0.216657
-4.9994519e-06,-0.217773
-4.9993519e-06,-0.218052
-4.9992519e-06,-0.217355
-4.9991519e-06,-0.215681
-4.9990519e-06,-0.214425
-4.9989519e-06,-0.214425
-4.9988519e-06,-0.216797
-4.9987519e-06,-0.220564
-4.9986519e-06,-0.22433
-4.9985519e-06,-0.225725
-4.9984519e-06,-0.224191
-4.9983519e-06,-0.220564
-4.9982519e-06,-0.217355
-4.9981519e-06,-0.21582
-4.9980519e-06,-0.216797
-4.9979519e-06,-0.21889
-4.9978519e-06,-0.220843
-4.9977519e-06,-0.221261
-4.9976519e-06,-0.220285
-4.9975519e-06,-0.217773
-4.9974519e-06,-0.214704
-4.9973519e-06,-0.210938
-4.9972519e-06,-0.20745
-4.9971519e-06,-0.20466
-4.9970519e-06,-0.203404
-4.9969519e-06,-0.203544
-4.9968519e-06,-0.20452
-4.9967519e-06,-0.205357
-4.9966519e-06,-0.206055
-4.9965519e-06,-0.206334
-4.9964519e-06,-0.207031
-4.9963519e-06,-0.208008
-4.9962519e-06,-0.209263
-4.9961519e-06,-0.21024
-4.9960519e-06,-0.210798
-4.9959519e-06,-0.210379
-4.9958519e-06,-0.209821
-4.9957519e-06,-0.209124
-4.9956519e-06,-0.208984
-4.9955519e-06,-0.209124
-4.9954519e-06,-0.209682
-4.9953519e-06,-0.2101
-4.9952519e-06,-0.210658
-4.9951519e-06,-0.210798
-4.9950519e-06,-0.211077
-4.9949519e-06,-0.211217
-4.9948519e-06,-0.211914
-4.9947519e-06,-0.21303
-4.9946519e-06,-0.215123
-4.9945519e-06,-0.217913
-4.9944519e-06,-0.220843
-4.9943519e-06,-0.222517
-4.9942519e-06,-0.222377
-4.9941519e-06,-0.220285
-4.9940519e-06,-0.217355
-4.9939519e-06,-0.214286
-4.9938519e-06,-0.212193
-4.9937519e-06,-0.210798
-4.9936519e-06,-0.209961
-4.9935519e-06,-0.209124
-4.9934519e-06,-0.208566
-4.9933519e-06,-0.208426
-4.9932519e-06,-0.209263
-4.9931519e-06,-0.21024
-4.9930519e-06,-0.211356
-4.9929519e-06,-0.212054
-4.9928519e-06,-0.212751
-4.9927519e-06,-0.213309
-4.9926519e-06,-0.214007
-4.9925519e-06,-0.214425
-4.9924519e-06,-0.214844
-4.9923519e-06,-0.215541
-4.9922519e-06,-0.217215
-4.9921519e-06,-0.219448
-4.9920519e-06,-0.22154
-4.9919519e-06,-0.222238
-4.9918519e-06,-0.220982
-4.9917519e-06,-0.217773
-4.9916519e-06,-0.214007
-4.9915519e-06,-0.211077
-4.9914519e-06,-0.210379
-4.9913519e-06,-0.211775
-4.9912519e-06,-0.214425
-4.9911519e-06,-0.216378
-4.9910519e-06,-0.216657
-4.9909519e-06,-0.215123
-4.9908519e-06,-0.21303
-4.9907519e-06,-0.211775
-4.9906519e-06,-0.212472
-4.9905519e-06,-0.214844
-4.9904519e-06,-0.217913
-4.9903519e-06,-0.219866
-4.9902519e-06,-0.219866
-4.9901519e-06,-0.217355
-4.9900519e-06,-0.213588
-4.9899519e-06,-0.209542
-4.9898519e-06,-0.20731
-4.9897519e-06,-0.20731
-4.9896519e-06,-0.209821
-4.9895519e-06,-0.21317
-4.9894519e-06,-0.216099
-4.9893519e-06,-0.216657
-4.9892519e-06,-0.215123
-4.9891519e-06,-0.211914
-4.9890519e-06,-0.209124
-4.9889519e-06,-0.207729
-4.9888519e-06,-0.208705
-4.9887519e-06,-0.210938
-4.9886519e-06,-0.213588
-4.9885519e-06,-0.215123
-4.9884519e-06,-0.215541
-4.9883519e-06,-0.214844
-4.9882519e-06,-0.214425
-4.9881519e-06,-0.214565
-4.9880519e-06,-0.21582
-4.9879519e-06,-0.216936
-4.9878519e-06,-0.217355
-4.9877519e-06,-0.216239
-4.9876519e-06,-0.214425
-4.9875519e-06,-0.212891
-4.9874519e-06,-0.212751
-4.9873519e-06,-0.214007
-4.9872519e-06,-0.216239
-4.9871519e-06,-0.218192
-4.9870519e-06,-0.219448
-4.9869519e-06,-0.219587
-4.9868519e-06,-0.21889
-4.9867519e-06,-0.217215
-4.9866519e-06,-0.215123
-4.9865519e-06,-0.212612
-4.9864519e-06,-0.210798
-4.9863519e-06,-0.210519
-4.9862519e-06,-0.212333
-4.9861519e-06,-0.215402
-4.9860519e-06,-0.21889
-4.9859519e-06,-0.221401
-4.9858519e-06,-0.222656
-4.9857519e-06,-0.222935
-4.9856519e-06,-0.223075
-4.9855519e-06,-0.222796
-4.9854519e-06,-0.22154
-4.9853519e-06,-0.218331
-4.9852519e-06,-0.213867
-4.9851519e-06,-0.209124
-4.9850519e-06,-0.206613
-4.9849519e-06,-0.207171
-4.9848519e-06,-0.210938
-4.9847519e-06,-0.21596
-4.9846519e-06,-0.220145
-4.9845519e-06,-0.22168
-4.9844519e-06,-0.220703
-4.9843519e-06,-0.217913
-4.9842519e-06,-0.215123
-4.9841519e-06,-0.21317
-4.9840519e-06,-0.212891
-4.9839519e-06,-0.213449
-4.9838519e-06,-0.214565
