LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,15-May-2024 15:28:36,0                 
Time,Ampl
-5.0000995e-06,0.458496
-4.9999995e-06,0.448033
-4.9998995e-06,0.436523
-4.9997995e-06,0.424665
-4.9996995e-06,0.41197
-4.9995995e-06,0.399344
-4.9994995e-06,0.38637
-4.9993995e-06,0.373605
-4.9992995e-06,0.360421
-4.9991995e-06,0.347238
-4.9990995e-06,0.333496
-4.9989995e-06,0.319824
-4.9988995e-06,0.305873
-4.9987995e-06,0.292201
-4.9986995e-06,0.278251
-4.9985995e-06,0.2643
-4.9984995e-06,0.249721
-4.9983995e-06,0.235003
-4.9982995e-06,0.219727
-4.9981995e-06,0.20445
-4.9980995e-06,0.188965
-4.9979995e-06,0.173968
-4.9978995e-06,0.159528
-4.9977995e-06,0.145996
-4.9976995e-06,0.133022
-4.9975995e-06,0.120257
-4.9974995e-06,0.106864
-4.9973995e-06,0.0924944
-4.9972995e-06,0.0769392
-4.9971995e-06,0.0607561
-4.9970995e-06,0.0444336
-4.9969995e-06,0.0285296
-4.9968995e-06,0.0129743
-4.9967995e-06,-0.00265067
-4.9966995e-06,-0.0186942
-4.9965995e-06,-0.035226
-4.9964995e-06,-0.0520368
-4.9963995e-06,-0.0686384
-4.9962995e-06,-0.0845424
-4.9961995e-06,-0.0996791
-4.9960995e-06,-0.114188
-4.9959995e-06,-0.128488
-4.9958995e-06,-0.142857
-4.9957995e-06,-0.157785
-4.9956995e-06,-0.173131
-4.9955995e-06,-0.189174
-4.9954995e-06,-0.205357
-4.9953995e-06,-0.22168
-4.9952995e-06,-0.237584
-4.9951995e-06,-0.253348
-4.9950995e-06,-0.268764
-4.9949995e-06,-0.284389
-4.9948995e-06,-0.299665
-4.9947995e-06,-0.314593
-4.9946995e-06,-0.328334
-4.9945995e-06,-0.341309
-4.9944995e-06,-0.353516
-4.9943995e-06,-0.36635
-4.9942995e-06,-0.379953
-4.9941995e-06,-0.39502
-4.9940995e-06,-0.410296
-4.9939995e-06,-0.425432
-4.9938995e-06,-0.438825
-4.9937995e-06,-0.450963
-4.9936995e-06,-0.461565
-4.9935995e-06,-0.472517
-4.9934995e-06,-0.484026
-4.9933995e-06,-0.49721
-4.9932995e-06,-0.510672
-4.9931995e-06,-0.523856
-4.9930995e-06,-0.535156
-4.9929995e-06,-0.54548
-4.9928995e-06,-0.554897
-4.9927995e-06,-0.56543
-4.9926995e-06,-0.576451
-4.9925995e-06,-0.588239
-4.9924995e-06,-0.598772
-4.9923995e-06,-0.608259
-4.9922995e-06,-0.615723
-4.9921995e-06,-0.622698
-4.9920995e-06,-0.629185
-4.9919995e-06,-0.636789
-4.9918995e-06,-0.644601
-4.9917995e-06,-0.65339
-4.9916995e-06,-0.661691
-4.9915995e-06,-0.670201
-4.9914995e-06,-0.677665
-4.9913995e-06,-0.684989
-4.9912995e-06,-0.691058
-4.9911995e-06,-0.696847
-4.9910995e-06,-0.701381
-4.9909995e-06,-0.705845
-4.9908995e-06,-0.709473
-4.9907995e-06,-0.713449
-4.9906995e-06,-0.716657
-4.9905995e-06,-0.720006
-4.9904995e-06,-0.722238
-4.9903995e-06,-0.72433
-4.9902995e-06,-0.725446
-4.9901995e-06,-0.726842
-4.9900995e-06,-0.727748
-4.9899995e-06,-0.729213
-4.9898995e-06,-0.73012
-4.9897995e-06,-0.731236
-4.9896995e-06,-0.731166
-4.9895995e-06,-0.730818
-4.9894995e-06,-0.728934
-4.9893995e-06,-0.726772
-4.9892995e-06,-0.723493
-4.9891995e-06,-0.720494
-4.9890995e-06,-0.716867
-4.9889995e-06,-0.713797
-4.9888995e-06,-0.710031
-4.9887995e-06,-0.706473
-4.9886995e-06,-0.701869
-4.9885995e-06,-0.697266
-4.9884995e-06,-0.691546
-4.9883995e-06,-0.685756
-4.9882995e-06,-0.67892
-4.9881995e-06,-0.672084
-4.9880995e-06,-0.664481
-4.9879995e-06,-0.657436
-4.9878995e-06,-0.650251
-4.9877995e-06,-0.643834
-4.9876995e-06,-0.636579
-4.9875995e-06,-0.628767
-4.9874995e-06,-0.61921
-4.9873995e-06,-0.609096
-4.9872995e-06,-0.598145
-4.9871995e-06,-0.58796
-4.9870995e-06,-0.577846
-4.9869995e-06,-0.568429
-4.9868995e-06,-0.558315
-4.9867995e-06,-0.548131
-4.9866995e-06,-0.537249
-4.9865995e-06,-0.527065
-4.9864995e-06,-0.517439
-4.9863995e-06,-0.509138
-4.9862995e-06,-0.500977
-4.9861995e-06,-0.492606
-4.9860995e-06,-0.482282
-4.9859995e-06,-0.470006
-4.9858995e-06,-0.455427
-4.9857995e-06,-0.44029
-4.9856995e-06,-0.425502
-4.9855995e-06,-0.412737
-4.9854995e-06,-0.401507
-4.9853995e-06,-0.391532
-4.9852995e-06,-0.38072
-4.9851995e-06,-0.368652
-4.9850995e-06,-0.354632
-4.9849995e-06,-0.340053
-4.9848995e-06,-0.325753
-4.9847995e-06,-0.312849
-4.9846995e-06,-0.300712
-4.9845995e-06,-0.288783
-4.9844995e-06,-0.2756
-4.9843995e-06,-0.260882
-4.9842995e-06,-0.244559
-4.9841995e-06,-0.227888
-4.9840995e-06,-0.211565
-4.9839995e-06,-0.196498
-4.9838995e-06,-0.181989
-4.9837995e-06,-0.16769
-4.9836995e-06,-0.152623
-4.9835995e-06,-0.137068
-4.9834995e-06,-0.121233
-4.9833995e-06,-0.106097
-4.9832995e-06,-0.0915876
-4.9831995e-06,-0.0772879
-4.9830995e-06,-0.0621512
-4.9829995e-06,-0.0456194
-4.9828995e-06,-0.0280413
-4.9827995e-06,-0.0104632
-4.9826995e-06,0.00592913
-4.9825995e-06,0.0207868
-4.9824995e-06,0.0345285
-4.9823995e-06,0.0481306
-4.9822995e-06,0.0623605
-4.9821995e-06,0.0774275
-4.9820995e-06,0.092913
-4.9819995e-06,0.108259
-4.9818995e-06,0.122977
-4.9817995e-06,0.137277
-4.9816995e-06,0.151507
-4.9815995e-06,0.166295
-4.9814995e-06,0.181431
-4.9813995e-06,0.196917
-4.9812995e-06,0.212054
-4.9811995e-06,0.226981
-4.9810995e-06,0.24135
-4.9809995e-06,0.255859
-4.9808995e-06,0.270438
-4.9807995e-06,0.285645
-4.9806995e-06,0.300921
-4.9805995e-06,0.316267
-4.9804995e-06,0.330566
-4.9803995e-06,0.344029
-4.9802995e-06,0.355957
-4.9801995e-06,0.366978
-4.9800995e-06,0.376744
-4.9799995e-06,0.38623
-4.9798995e-06,0.395508
-4.9797995e-06,0.405901
-4.9796995e-06,0.417411
-4.9795995e-06,0.430873
-4.9794995e-06,0.444964
-4.9793995e-06,0.459124
-4.9792995e-06,0.47147
-4.9791995e-06,0.481934
-4.9790995e-06,0.490025
-4.9789995e-06,0.497489
-4.9788995e-06,0.504953
-4.9787995e-06,0.514369
-4.9786995e-06,0.525181
-4.9785995e-06,0.537388
-4.9784995e-06,0.548619
-4.9783995e-06,0.558664
-4.9782995e-06,0.566406
-4.9781995e-06,0.573382
-4.9780995e-06,0.579799
-4.9779995e-06,0.587193
-4.9778995e-06,0.594657
-4.9777995e-06,0.60233
-4.9776995e-06,0.608677
-4.9775995e-06,0.614397
-4.9774995e-06,0.618652
-4.9773995e-06,0.622768
-4.9772995e-06,0.626116
-4.9771995e-06,0.630092
-4.9770995e-06,0.633998
-4.9769995e-06,0.639021
-4.9768995e-06,0.643903
-4.9767995e-06,0.648996
-4.9766995e-06,0.652483
-4.9765995e-06,0.654855
-4.9764995e-06,0.655343
-4.9763995e-06,0.655622
-4.9762995e-06,0.655692
-4.9761995e-06,0.656738
-4.9760995e-06,0.657436
-4.9759995e-06,0.657994
-4.9758995e-06,0.657017
-4.9757995e-06,0.655971
-4.9756995e-06,0.654855
-4.9755995e-06,0.655343
-4.9754995e-06,0.65618
-4.9753995e-06,0.657087
-4.9752995e-06,0.655832
-4.9751995e-06,0.653041
-4.9750995e-06,0.648368
-4.9749995e-06,0.644183
-4.9748995e-06,0.640486
-4.9747995e-06,0.638184
-4.9746995e-06,0.635393
-4.9745995e-06,0.631975
-4.9744995e-06,0.626395
-4.9743995e-06,0.620117
-4.9742995e-06,0.613142
-4.9741995e-06,0.607352
-4.9740995e-06,0.602051
-4.9739995e-06,0.597517
-4.9738995e-06,0.592076
-4.9737995e-06,0.586007
-4.9736995e-06,0.578265
-4.9735995e-06,0.570034
-4.9734995e-06,0.560896
-4.9733995e-06,0.552107
-4.9732995e-06,0.542899
-4.9731995e-06,0.53404
-4.9730995e-06,0.524484
-4.9729995e-06,0.514997
-4.9728995e-06,0.504883
-4.9727995e-06,0.495326
-4.9726995e-06,0.48577
-4.9725995e-06,0.476772
-4.9724995e-06,0.467006
-4.9723995e-06,0.456613
-4.9722995e-06,0.444615
-4.9721995e-06,0.432059
-4.9720995e-06,0.419085
-4.9719995e-06,0.406669
-4.9718995e-06,0.394252
-4.9717995e-06,0.382115
-4.9716995e-06,0.36928
-4.9715995e-06,0.356376
-4.9714995e-06,0.342983
-4.9713995e-06,0.329729
-4.9712995e-06,0.316127
-4.9711995e-06,0.302316
-4.9710995e-06,0.287877
-4.9709995e-06,0.273507
-4.9708995e-06,0.259347
-4.9707995e-06,0.246303
-4.9706995e-06,0.233747
-4.9705995e-06,0.221401
-4.9704995e-06,0.208008
-4.9703995e-06,0.193359
-4.9702995e-06,0.177316
-4.9701995e-06,0.160854
-4.9700995e-06,0.144531
-4.9699995e-06,0.129255
-4.9698995e-06,0.114746
-4.9697995e-06,0.100795
-4.9696995e-06,0.0867048
-4.9695995e-06,0.0724051
-4.9694995e-06,0.0577567
-4.9693995e-06,0.0428292
-4.9692995e-06,0.0274833
-4.9691995e-06,0.0115095
-4.9690995e-06,-0.00509208
-4.9689995e-06,-0.0221122
-4.9688995e-06,-0.0389927
-4.9687995e-06,-0.0554548
-4.9686995e-06,-0.0712193
-4.9685995e-06,-0.0867048
-4.9684995e-06,-0.102121
-4.9683995e-06,-0.117955
-4.9682995e-06,-0.133859
-4.9681995e-06,-0.149693
-4.9680995e-06,-0.1649
-4.9679995e-06,-0.179478
-4.9678995e-06,-0.193429
-4.9677995e-06,-0.20745
-4.9676995e-06,-0.22161
-4.9675995e-06,-0.236537
-4.9674995e-06,-0.252023
-4.9673995e-06,-0.268206
-4.9672995e-06,-0.284389
-4.9671995e-06,-0.300432
-4.9670995e-06,-0.315569
-4.9669995e-06,-0.330148
-4.9668995e-06,-0.34389
-4.9667995e-06,-0.357561
-4.9666995e-06,-0.371024
-4.9665995e-06,-0.385045
-4.9664995e-06,-0.398926
-4.9663995e-06,-0.412877
-4.9662995e-06,-0.425712
-4.9661995e-06,-0.437849
-4.9660995e-06,-0.4488
-4.9659995e-06,-0.4601
-4.9658995e-06,-0.47168
-4.9657995e-06,-0.484515
-4.9656995e-06,-0.497419
-4.9655995e-06,-0.510393
-4.9654995e-06,-0.522252
-4.9653995e-06,-0.533622
-4.9652995e-06,-0.544015
-4.9651995e-06,-0.554827
