LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,16-May-2024 08:58:06,0                 
Time,Ampl
-5.0000821e-06,-0.302595
-4.9999821e-06,-0.315151
-4.9998821e-06,-0.327009
-4.9997821e-06,-0.339914
-4.9996821e-06,-0.354004
-4.9995821e-06,-0.369908
-4.9994821e-06,-0.386161
-4.9993821e-06,-0.402135
-4.9992821e-06,-0.416225
-4.9991821e-06,-0.428781
-4.9990821e-06,-0.439941
-4.9989821e-06,-0.451451
-4.9988821e-06,-0.463658
-4.9987821e-06,-0.4774
-4.9986821e-06,-0.49135
-4.9985821e-06,-0.505371
-4.9984821e-06,-0.517997
-4.9983821e-06,-0.529925
-4.9982821e-06,-0.540597
-4.9981821e-06,-0.5512
-4.9980821e-06,-0.561175
-4.9979821e-06,-0.571289
-4.9978821e-06,-0.580566
-4.9977821e-06,-0.589983
-4.9976821e-06,-0.598633
-4.9975821e-06,-0.607352
-4.9974821e-06,-0.615165
-4.9973821e-06,-0.623256
-4.9972821e-06,-0.631138
-4.9971821e-06,-0.640276
-4.9970821e-06,-0.649902
-4.9969821e-06,-0.660435
-4.9968821e-06,-0.669713
-4.9967821e-06,-0.677734
-4.9966821e-06,-0.683315
-4.9965821e-06,-0.688128
-4.9964821e-06,-0.692034
-4.9963821e-06,-0.696847
-4.9962821e-06,-0.70173
-4.9961821e-06,-0.70745
-4.9960821e-06,-0.712472
-4.9959821e-06,-0.717355
-4.9958821e-06,-0.720773
-4.9957821e-06,-0.723563
-4.9956821e-06,-0.724958
-4.9955821e-06,-0.726632
-4.9954821e-06,-0.727958
-4.9953821e-06,-0.73026
-4.9952821e-06,-0.732143
-4.9951821e-06,-0.734096
-4.9950821e-06,-0.734724
-4.9949821e-06,-0.734933
-4.9948821e-06,-0.733957
-4.9947821e-06,-0.733189
-4.9946821e-06,-0.731724
-4.9945821e-06,-0.730469
-4.9944821e-06,-0.727888
-4.9943821e-06,-0.724679
-4.9942821e-06,-0.719727
-4.9941821e-06,-0.714286
-4.9940821e-06,-0.708008
-4.9939821e-06,-0.702916
-4.9938821e-06,-0.698451
-4.9937821e-06,-0.695661
-4.9936821e-06,-0.692592
-4.9935821e-06,-0.689035
-4.9934821e-06,-0.683036
-4.9933821e-06,-0.675502
-4.9932821e-06,-0.666434
-4.9931821e-06,-0.658064
-4.9930821e-06,-0.650251
-4.9929821e-06,-0.643834
-4.9928821e-06,-0.637068
-4.9927821e-06,-0.629953
-4.9926821e-06,-0.620954
-4.9925821e-06,-0.611049
-4.9924821e-06,-0.599819
-4.9923821e-06,-0.588797
-4.9922821e-06,-0.577567
-4.9921821e-06,-0.567174
-4.9920821e-06,-0.55678
-4.9919821e-06,-0.547433
-4.9918821e-06,-0.538225
-4.9917821e-06,-0.529715
-4.9916821e-06,-0.520438
-4.9915821e-06,-0.510324
-4.9914821e-06,-0.498326
-4.9913821e-06,-0.485631
-4.9912821e-06,-0.472517
-4.9911821e-06,-0.460868
-4.9910821e-06,-0.450335
-4.9909821e-06,-0.440918
-4.9908821e-06,-0.430804
-4.9907821e-06,-0.419503
-4.9906821e-06,-0.40625
-4.9905821e-06,-0.392299
-4.9904821e-06,-0.378139
-4.9903821e-06,-0.365025
-4.9902821e-06,-0.352539
-4.9901821e-06,-0.340541
-4.9900821e-06,-0.327776
-4.9899821e-06,-0.314174
-4.9898821e-06,-0.299526
-4.9897821e-06,-0.284807
-4.9896821e-06,-0.270229
-4.9895821e-06,-0.256417
-4.9894821e-06,-0.242676
-4.9893821e-06,-0.228864
-4.9892821e-06,-0.214146
-4.9891821e-06,-0.19873
-4.9890821e-06,-0.182547
-4.9889821e-06,-0.166364
-4.9888821e-06,-0.150391
-4.9887821e-06,-0.135045
-4.9886821e-06,-0.120047
-4.9885821e-06,-0.10505
-4.9884821e-06,-0.0894252
-4.9883821e-06,-0.0734515
-4.9882821e-06,-0.0574079
-4.9881821e-06,-0.0419922
-4.9880821e-06,-0.0272042
-4.9879821e-06,-0.0127651
-4.9878821e-06,0.00202288
-4.9877821e-06,0.0175084
-4.9876821e-06,0.0336217
-4.9875821e-06,0.050014
-4.9874821e-06,0.0664063
-4.9873821e-06,0.0827986
-4.9872821e-06,0.0989118
-4.9871821e-06,0.114537
-4.9870821e-06,0.129255
-4.9869821e-06,0.143276
-4.9868821e-06,0.156878
-4.9867821e-06,0.170898
-4.9866821e-06,0.185128
-4.9865821e-06,0.199498
-4.9864821e-06,0.21303
-4.9863821e-06,0.225865
-4.9862821e-06,0.238142
-4.9861821e-06,0.251325
-4.9860821e-06,0.265834
-4.9859821e-06,0.282227
-4.9858821e-06,0.299316
-4.9857821e-06,0.316337
-4.9856821e-06,0.331682
-4.9855821e-06,0.345424
-4.9854821e-06,0.357282
-4.9853821e-06,0.368513
-4.9852821e-06,0.379604
-4.9851821e-06,0.391671
-4.9850821e-06,0.404088
-4.9849821e-06,0.416853
-4.9848821e-06,0.428711
-4.9847821e-06,0.440081
-4.9846821e-06,0.450474
-4.9845821e-06,0.461007
-4.9844821e-06,0.47147
-4.9843821e-06,0.482771
-4.9842821e-06,0.493931
-4.9841821e-06,0.505232
-4.9840821e-06,0.515346
-4.9839821e-06,0.524693
