LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,18-May-2024 08:57:38,0                 
Time,Ampl
-5.0000322e-06,0.63351
-4.9999322e-06,0.628348
-4.9998322e-06,0.623465
-4.9997322e-06,0.617746
-4.9996322e-06,0.612165
-4.9995322e-06,0.606585
-4.9994322e-06,0.60226
-4.9993322e-06,0.597517
-4.9992322e-06,0.592215
-4.9991322e-06,0.584682
-4.9990322e-06,0.575614
-4.9989322e-06,0.564872
-4.9988322e-06,0.554409
-4.9987322e-06,0.543666
-4.9986322e-06,0.533482
-4.9985322e-06,0.5226
-4.9984322e-06,0.511719
-4.9983322e-06,0.50014
-4.9982322e-06,0.489118
-4.9981322e-06,0.478376
-4.9980322e-06,0.469169
-4.9979322e-06,0.460519
-4.9978322e-06,0.452148
-4.9977322e-06,0.442522
-4.9976322e-06,0.431222
-4.9975322e-06,0.41769
-4.9974322e-06,0.403041
-4.9973322e-06,0.387974
-4.9972322e-06,0.374163
-4.9971322e-06,0.362026
-4.9970322e-06,0.351981
-4.9969322e-06,0.342215
-4.9968322e-06,0.331613
-4.9967322e-06,0.318499
-4.9966322e-06,0.303153
-4.9965322e-06,0.286412
-4.9964322e-06,0.270089
-4.9963322e-06,0.255022
-4.9962322e-06,0.24135
-4.9961322e-06,0.227958
-4.9960322e-06,0.214286
-4.9959322e-06,0.199498
-4.9958322e-06,0.184431
-4.9957322e-06,0.169364
-4.9956322e-06,0.154855
-4.9955322e-06,0.140346
-4.9954322e-06,0.12486
-4.9953322e-06,0.10784
-4.9952322e-06,0.0899833
-4.9951322e-06,0.0726842
-4.9950322e-06,0.0570592
-4.9949322e-06,0.0428292
-4.9948322e-06,0.0287388
-4.9947322e-06,0.0135324
-4.9946322e-06,-0.00320871
-4.9945322e-06,-0.0207868
-4.9944322e-06,-0.0380859
-4.9943322e-06,-0.05399
-4.9942322e-06,-0.0684989
-4.9941322e-06,-0.0818917
-4.9940322e-06,-0.0952846
-4.9939322e-06,-0.109375
-4.9938322e-06,-0.124721
-4.9937322e-06,-0.140485
-4.9936322e-06,-0.15625
-4.9935322e-06,-0.171456
-4.9934322e-06,-0.186384
-4.9933322e-06,-0.201451
-4.9932322e-06,-0.217355
-4.9931322e-06,-0.233817
-4.9930322e-06,-0.250977
-4.9929322e-06,-0.267578
-4.9928322e-06,-0.283482
-4.9927322e-06,-0.297573
-4.9926322e-06,-0.310268
-4.9925322e-06,-0.322126
-4.9924322e-06,-0.334821
-4.9923322e-06,-0.349051
-4.9922322e-06,-0.365234
-4.9921322e-06,-0.381696
-4.9920322e-06,-0.397321
-4.9919322e-06,-0.410156
-4.9918322e-06,-0.421038
-4.9917322e-06,-0.430664
-4.9916322e-06,-0.442104
-4.9915322e-06,-0.455776
-4.9914322e-06,-0.471959
-4.9913322e-06,-0.487863
-4.9912322e-06,-0.502093
-4.9911322e-06,-0.513253
-4.9910322e-06,-0.52274
-4.9909322e-06,-0.531669
-4.9908322e-06,-0.541992
