LECROYWR8108HD,61708,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,18-May-2024 16:00:20,0                 
Time,Ampl
-5.0000844e-06,-0.275112
-4.9999844e-06,-0.254604
-4.9998844e-06,-0.233538
-4.9997844e-06,-0.212612
-4.9996844e-06,-0.192104
-4.9995844e-06,-0.172852
-4.9994844e-06,-0.154994
-4.9993844e-06,-0.138393
-4.9992844e-06,-0.12207
-4.9991844e-06,-0.105469
-4.9990844e-06,-0.0884487
-4.9989844e-06,-0.0718471
-4.9988844e-06,-0.0563616
-4.9987844e-06,-0.0421317
-4.9986844e-06,-0.0287388
-4.9985844e-06,-0.015346
-4.9984844e-06,-0.00139509
-4.9983844e-06,0.0128348
-4.9982844e-06,0.0265067
-4.9981844e-06,0.039202
-4.9980844e-06,0.0510603
-4.9979844e-06,0.0629185
-4.9978844e-06,0.0757534
-4.9977844e-06,0.0901228
-4.9976844e-06,0.10519
-4.9975844e-06,0.120536
-4.9974844e-06,0.135324
-4.9973844e-06,0.149554
-4.9972844e-06,0.162946
-4.9971844e-06,0.174944
-4.9970844e-06,0.18457
-4.9969844e-06,0.192104
-4.9968844e-06,0.197824
-4.9967844e-06,0.203823
-4.9966844e-06,0.211077
-4.9965844e-06,0.220424
-4.9964844e-06,0.231027
-4.9963844e-06,0.241908
-4.9962844e-06,0.251395
-4.9961844e-06,0.259487
-4.9960844e-06,0.266183
-4.9959844e-06,0.27274
-4.9958844e-06,0.279157
-4.9957844e-06,0.286272
-4.9956844e-06,0.293945
-4.9955844e-06,0.302595
-4.9954844e-06,0.311663
-4.9953844e-06,0.320731
-4.9952844e-06,0.328544
-4.9951844e-06,0.334961
-4.9950844e-06,0.339704
-4.9949844e-06,0.344448
-4.9948844e-06,0.350446
-4.9947844e-06,0.358677
-4.9946844e-06,0.368025
-4.9945844e-06,0.377651
-4.9944844e-06,0.385603
-4.9943844e-06,0.392299
-4.9942844e-06,0.3976
-4.9941844e-06,0.402902
-4.9940844e-06,0.407785
-4.9939844e-06,0.412946
-4.9938844e-06,0.417829
-4.9937844e-06,0.42327
-4.9936844e-06,0.429269
-4.9935844e-06,0.436523
-4.9934844e-06,0.444196
-4.9933844e-06,0.452427
-4.9932844e-06,0.459821
-4.9931844e-06,0.467076
-4.9930844e-06,0.473633
-4.9929844e-06,0.480329
-4.9928844e-06,0.486607
-4.9927844e-06,0.493025
-4.9926844e-06,0.498605
-4.9925844e-06,0.504185
-4.9924844e-06,0.508929
-4.9923844e-06,0.513672
-4.9922844e-06,0.517578
-4.9921844e-06,0.521624
-4.9920844e-06,0.525251
-4.9919844e-06,0.529855
-4.9918844e-06,0.535017
-4.9917844e-06,0.541713
-4.9916844e-06,0.548549
-4.9915844e-06,0.555246
-4.9914844e-06,0.560128
-4.9913844e-06,0.563616
-4.9912844e-06,0.565569
-4.9911844e-06,0.567801
-4.9910844e-06,0.570452
-4.9909844e-06,0.574498
-4.9908844e-06,0.578265
-4.9907844e-06,0.581752
-4.9906844e-06,0.583984
-4.9905844e-06,0.586356
-4.9904844e-06,0.58817
-4.9903844e-06,0.590262
-4.9902844e-06,0.591518
-4.9901844e-06,0.593192
-4.9900844e-06,0.595006
-4.9899844e-06,0.598493
-4.9898844e-06,0.602958
-4.9897844e-06,0.608119
-4.9896844e-06,0.611607
-4.9895844e-06,0.613281
-4.9894844e-06,0.612584
-4.9893844e-06,0.611747
-4.9892844e-06,0.611468
-4.9891844e-06,0.612863
-4.9890844e-06,0.613839
-4.9889844e-06,0.6137
-4.9888844e-06,0.611189
-4.9887844e-06,0.608259
-4.9886844e-06,0.605608
-4.9885844e-06,0.60505
-4.9884844e-06,0.60519
-4.9883844e-06,0.605608
-4.9882844e-06,0.603795
-4.9881844e-06,0.600167
-4.9880844e-06,0.594727
-4.9879844e-06,0.589983
-4.9878844e-06,0.585938
-4.9877844e-06,0.583147
-4.9876844e-06,0.579102
-4.9875844e-06,0.573242
-4.9874844e-06,0.564174
-4.9873844e-06,0.552874
-4.9872844e-06,0.538784
-4.9871844e-06,0.522182
-4.9870844e-06,0.501116
-4.9869844e-06,0.475167
-4.9868844e-06,0.44308
-4.9867844e-06,0.406111
-4.9866844e-06,0.364676
-4.9865844e-06,0.320452
-4.9864844e-06,0.273717
-4.9863844e-06,0.225446
-4.9862844e-06,0.174944
-4.9861844e-06,0.122349
-4.9860844e-06,0.0669643
-4.9859844e-06,0.0093471
-4.9858844e-06,-0.0496652
-4.9857844e-06,-0.108259
-4.9856844e-06,-0.165597
-4.9855844e-06,-0.221401
-4.9854844e-06,-0.276367
-4.9853844e-06,-0.331892
-4.9852844e-06,-0.388393
-4.9851844e-06,-0.446568
-4.9850844e-06,-0.505441
-4.9849844e-06,-0.564732
-4.9848844e-06,-0.622768
-4.9847844e-06,-0.679548
-4.9846844e-06,-0.733677
-4.9845844e-06,-0.78683
-4.9844844e-06,-0.838867
-4.9843844e-06,-0.89202
-4.9842844e-06,-0.945034
-4.9841844e-06,-0.998744
-4.9840844e-06,-1.05092
-4.9839844e-06,-1.10254
-4.9838844e-06,-1.15193
-4.9837844e-06,-1.2002
-4.9836844e-06,-1.24498
-4.9835844e-06,-1.28739
-4.9834844e-06,-1.32547
-4.9833844e-06,-1.36203
-4.9832844e-06,-1.39648
-4.9831844e-06,-1.4322
-4.9830844e-06,-1.4668
-4.9829844e-06,-1.50112
-4.9828844e-06,-1.53083
-4.9827844e-06,-1.55734
-4.9826844e-06,-1.57854
-4.9825844e-06,-1.59849
-4.9824844e-06,-1.61663
-4.9823844e-06,-1.63644
-4.9822844e-06,-1.65527
